code,origValue,total,lemma20180417_1243,lemma20180418_0913,lemma20180416_0825,word20180413_0920,word20180416_1241,word20180417_1554
number theory,,27,5,4,5,3,6,4
number theory,partition,6,1,1,2,1,1,0
number theory,sequence,14,3,3,2,1,2,3
number theory,prime,5,1,0,1,1,1,1
number theory,sequences,1,0,0,0,0,1,0
number theory,partitions,1,0,0,0,0,1,0
